学校,所在地,AB区,院校建设计划,考试方式,学院,专业,学习方式,招生人数,政治考试,外语考试,专业课1考试,专业课二考试,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中央民族大学,北京,A,985，211，双一流,统考,经济学院,(020100)理论经济学,全日制,专业：10(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(812)理论经济学,(101)思想政治理论,(202)俄语,(303)数学（三）,(812)理论经济学,(101)思想政治理论,(203)日语,(303)数学（三）,(812)理论经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中央民族大学,北京,A,985，211，双一流,单考,经济学院,(020100)理论经济学,全日制,专业：1(不含推免),(111)单独考试思想政治理论,(281)单独考试英语,(609)单独考试数学,(812)理论经济学,(111)单独考试思想政治理论,(282)单独考试日语,(609)单独考试数学,(812)理论经济学,(111)单独考试思想政治理论,(283)单独考试俄语,(609)单独考试数学,(812)理论经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国政法大学,北京,A,211，双一流,统考,商学院,(020101)政治经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(240)德语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(241)法语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(242)西班牙语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(243)意大利语,(303)数学（三）,(850)理论经济学综合
中国政法大学,北京,A,211，双一流,统考,商学院,(020101)政治经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(240)德语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(241)法语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(242)西班牙语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(243)意大利语,(303)数学（三）,(850)理论经济学综合
中国政法大学,北京,A,211，双一流,统考,商学院,(020101)政治经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(240)德语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(241)法语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(242)西班牙语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(243)意大利语,(303)数学（三）,(850)理论经济学综合
中国政法大学,北京,A,211，双一流,统考,商学院,(020103)经济史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(240)德语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(241)法语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(242)西班牙语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(243)意大利语,(303)数学（三）,(850)理论经济学综合
中国政法大学,北京,A,211，双一流,统考,商学院,(020103)经济史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(240)德语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(241)法语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(242)西班牙语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(243)意大利语,(303)数学（三）,(850)理论经济学综合
中国政法大学,北京,A,211，双一流,统考,商学院,(020103)经济史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(240)德语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(241)法语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(242)西班牙语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(243)意大利语,(303)数学（三）,(850)理论经济学综合
中国政法大学,北京,A,211，双一流,统考,商学院,(020103)经济史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(240)德语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(241)法语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(242)西班牙语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(243)意大利语,(303)数学（三）,(850)理论经济学综合
中国政法大学,北京,A,211，双一流,统考,商学院,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(240)德语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(241)法语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(242)西班牙语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(243)意大利语,(303)数学（三）,(850)理论经济学综合
中国政法大学,北京,A,211，双一流,统考,商学院,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(240)德语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(241)法语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(242)西班牙语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(243)意大利语,(303)数学（三）,(850)理论经济学综合
中国政法大学,北京,A,211，双一流,统考,商学院,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(240)德语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(241)法语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(242)西班牙语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(243)意大利语,(303)数学（三）,(850)理论经济学综合
中国政法大学,北京,A,211，双一流,统考,商学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(240)德语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(241)法语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(242)西班牙语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(243)意大利语,(303)数学（三）,(850)理论经济学综合
中国政法大学,北京,A,211，双一流,统考,商学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(240)德语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(241)法语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(242)西班牙语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(243)意大利语,(303)数学（三）,(850)理论经济学综合
中国政法大学,北京,A,211，双一流,统考,商学院,(020105)世界经济,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(202)俄语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(240)德语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(241)法语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(242)西班牙语,(303)数学（三）,(850)理论经济学综合,(101)思想政治理论,(243)意大利语,(303)数学（三）,(850)理论经济学综合
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020102)经济思想史,全日制,专业：0(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020103)经济史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020103)经济史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020103)经济史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(0201Z3)发展经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(0201Z3)发展经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,经济学院,(0201Z3)发展经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,国际关系学院,(020105)世界经济,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,国际关系学院,(020105)世界经济,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,国际关系学院,(020105)世界经济,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国社会科学院大学,北京,A,普通院校,统考,生态文明研究系,(0201Z2)可持续发展经济学,全日制,研究方向：0(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
